KEGG ID	UniProt ID	Gene	Protein	# SR in AS	Mean SR - AS minimum distance	cys in AS	# SR in BS	Mean SR - BS minimum distance	cys in BS	# Disulfide bonds	Mean S-S - AS/BS minimum distance	Cofactor	Subsystem	Evidence	Study organism	ecNumber	EC class	BRENDA evidence	BRENDA organism
PP_2000	Q88LD5	purF	Amidophosphoribosyltransferase	1	3.85	1	1	6.02	0	0	0.0		S_Purine_Metabolism			2.4.2.14	Transferases		
PP_2001	Q88LD4	metZ	O-succinylhomoserine sulfhydrylase	0	0.0	0	0	0.0	0	0	0.0		S_Methionine_Metabolism			2.5.1.-	Transferases		
PP_2008	Q88LC7	fadH	2,4-dienoyl-CoA reductase	0	0.0	0	0	0.0	0	0	0.0	[4Fe-4S] cluster (Fe4S4)	S_Fatty_Acid_Metabolism			1.3.1.34	Oxidoreductases		
PP_2012	Q88LC3	nadK	NAD kinase	0	5.03	0	4	5.46	0	0	0.0	a divalent metal cation (Fe_Generic_Divalent_Cation)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis			2.7.1.23	Transferases		
PP_2017	Q88LB8	pepN	Aminopeptidase N	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Alternate_Carbon_and_Nitrogen_source__Dipeptide_Metabolism			3.4.11.2	Hydrolases		
PP_2039	Q88L96		Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid_Metabolism				Unk		
PP_2047	Q88L88		3-hydroxyacyl-CoA dehydrogenase family protein	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid_Metabolism				Unk		
PP_2048	Q88L87		3-methylmercaptopropionyl-CoA dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid_Metabolism			1.3.99.41	Oxidoreductases		
PP_2049	Q88L86		Alcohol dehydrogenase, iron-containing	0	0.0	0	0	0.0	0	0	0.0	Fe cation (Fe)	Unassigned				Unk		
PP_2051	Q88L84	fadA	3-ketoacyl-CoA thiolase (Thiolase I)	3	4.09	2	0	0.0	0	0	0.0		S_Butanoate_Metabolism AND S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			2.3.1.16	Transferases		
PP_2056	Q88L79	dctA-II	C4-dicarboxylate transport protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2057	Q88L78	yraO	Uncharacterized transporter YraO	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2058	Q88L77		Porin	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_2077	Q88L58	lysA-I	Diaminopimelate decarboxylase	1	3.82	1	6	4.58	0	0	0.0		S_Lysine_Metabolism			4.1.1.20	Lyases		
PP_2082	Q88L53	ppsA	Phosphoenolpyruvate synthase	0	0.0	0	0	0.0	0	0	0.0		S_Glycolysis			2.7.9.2	Transferases		
PP_2090	Q88L45	cobA	uroporphyrinogen-III C-methyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.1.1.107	Transferases		
PP_2092	Q88L43	nasA	Nitrate/nitrite transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2098	Q88L37	dacB	D-alanyl-D-alanine carboxypeptidase	0	0.0	0	0	0.0	0	1	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.4.16.4	Hydrolases		
PP_2102	Q88L33	dgt	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			3.1.5.1	Hydrolases		
PP_2106	Q88L29		Ammonium transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2117	Q88L20	pdxB	Erythronate-4-phosphate dehydrogenase	2	4.23	0	4	4.4	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Vitamin_B6_Metabolism			1.1.1.290	Oxidoreductases		
PP_2122	Q88L15	moaB-I	Molybdenum cofactor biosynthesis protein B	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis			2.7.7.75	Transferases		
PP_2123	Q88L14	moeA	Molybdopterin molybdenumtransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis			2.10.1.1	Transferases		
PP_2125	Q88L12		Probable lipid kinase YegS-like	0	3.85	0	7	5.38	0	0	0.0		S_Glycerophospholipid_Metabolism			2.7.1.-	Transferases		
PP_2130	Q88L07		Soluble lytic transglycosylase	0	0.0	0	0	0.0	0	1	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			4.2.2.29	Lyases		
PP_2136	Q88L02	fadB	Fatty acid oxidation complex subunit alpha	1	3.81	0	2	4.93	0	0	0.0		S_Butanoate_Metabolism AND S_Fatty_Acid_Metabolism			1.1.1.35	Oxidoreductases		
PP_2137	Q88L01	fadA	3-ketoacyl-CoA thiolase	3	3.83	2	0	0.0	0	0	0.0		S_Fatty_Acid_Metabolism			2.3.1.16	Transferases		
PP_2145	Q88KZ4	nagZ	Beta-hexosaminidase	1	8.35	0	3	5.21	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.2.1.52	Hydrolases		
PP_2151	Q88KY8	sthA	Soluble pyridine nucleotide transhydrogenase	0	0.0	0	3	6.35	1	0	0.0		S_Oxidative_Phosphorylation			1.6.1.1	Oxidoreductases		
PP_2152	Q88KY7	ugpQ	Glycerophosphoryl diester phosphodiesterase	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			3.1.4.46	Hydrolases		
PP_2160	Q88KX9	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase	1	3.85	1	2	5.67	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Queuosine_biosynthesis			1.7.1.13	Oxidoreductases		
PP_2168	Q88KX1	tal	Transaldolase	0	3.83	0	0	0.0	0	0	0.0		S_Pentose_Phosphate_Pathway			2.2.1.2	Transferases		
PP_2179	Q88KW0	spuA	gamma-glutamyl-gamma-aminobutyrate hydrolase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			3.5.1.94	Hydrolases		
PP_2180	Q88KV9	spuC-I	Polyamine:pyruvate transaminase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism AND S_Lysine_Metabolism				Unk		
PP_2196	Q88KU3	speB	Agmatinase	0	0.0	0	2	4.62	0	0	0.0	Mn(2+) (Mn)	S_Urea_cycleamino_group_metabolism			3.5.3.11	Hydrolases		
PP_2205	Q88KT4	copA-I	Copper resistance protein A	0	0.0	0	0	0.0	0	0	0.0		S_Iron_uptake_and_metabolism				Unk		
PP_2208	Q88KT1	phnX	Phosphonoacetaldehyde hydrolase	0	3.8	0	0	0.0	0	0	0.0		S_Phosphonate_and_phosphinate_metabolism			3.11.1.1	Hydrolases		
PP_2209	Q88KT0	phnW	2-aminoethylphosphonate--pyruvate transaminase	0	0.0	0	0	0.0	0	0	0.0		S_Phosphonate_and_phosphinate_metabolism			2.6.1.37	Transferases		
PP_2213	Q88KS6		Acyl-CoA synthetase	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid_Metabolism			6.2.1.1	Ligases		
PP_2214	Q88KS5	fadBA	3-hydroxyacyl-CoA dehydrogenase type-2	0	0.0	0	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism AND S_Fatty_Acid_Metabolism				Unk		
PP_2215	Q88KS4		Acetyl-CoA acetyltransferase	3	4.42	2	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism AND S_Fatty_Acid_Metabolism			2.3.1.9	Transferases		
PP_2216	Q88KS3	acd	3-sulfinopropanoyl-CoA desulfinase	0	0.0	0	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism AND S_Fatty_Acid_Metabolism			1.3.8.11	Oxidoreductases		
PP_2217	Q88KS2		enoyl-CoA hydratase	0	0.0	0	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism AND S_Fatty_Acid_Metabolism			4.2.1.17	Lyases		
PP_2239	Q88KQ1	rhtA	Threonine and homoserine exporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2246	Q88KP4	dauA	Catabolic D-arginine dehydrogenase, FAD-dependent	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__D_Amino_acids_Metabolism AND S_Lysine_Metabolism			1.4.99.6	Oxidoreductases		
PP_2255	Q88KN5	dctA-III	C4-dicarboxylate transport protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2265	Q88KM5	folD2	Bifunctional protein FolD 2	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate			1.5.1.5	Oxidoreductases		
PP_2318	Q88KH2	tesA	Acyl-CoA thioesterase I/protease I/lysophospholipase L1	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism				Unk		
PP_2325	Q88KG5		2-dehydropantoate 2-reductase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis			1.1.1.169	Oxidoreductases		
PP_2329	Q88KG1	pabB	aminodeoxychorismate synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis			2.6.1.85	Transferases		
PP_2338	Q88KF2	prpD	2-methylcitrate dehydratase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Propanoate_Metabolism			4.2.1.79	Lyases		
PP_2341	Q88KE9	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	2	5.24	1	3	4.84	0	0	0.0	Zn(2+) (Zn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Queuosine_biosynthesis			4.-.-.-	Lyases		
PP_2351	Q88KD9	prpE	Propionyl-CoA synthetase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Propanoate_Metabolism			6.2.1.17	Ligases		
PP_2368	Q88KC2	dkgB	2,5-diketo-D-gluconate reductase	1	6.56	0	1	3.84	0	0	0.0		S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism			1.1.1.346	Oxidoreductases		
PP_2376	Q88KB4	cti	Esterified fatty acid cis/trans isomerase	0	0.0	0	0	0.0	0	1	0.0		S_Fatty_Acid__Biosynthesis				Unk		
PP_2406	Q88K85	aroE	Shikimate dehydrogenase (NADP(+))	0	5.65	0	4	4.71	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			1.1.1.25	Oxidoreductases		
PP_2407	Q88K84	aroQ2	3-dehydroquinate dehydratase 2	2	4.49	0	4	3.96	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			4.2.1.10	Lyases		
PP_2423	Q88K68	lpxOA	Fe(2+)/alpha-ketoglutarate-dependent dioxygenase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis				Unk		
PP_2426	Q88K65	calA	Coniferyl alcohol dehydrogenase	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			1.1.1.2	Oxidoreductases		
PP_2428	Q88K63	sotB	Probable sugar efflux transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__solvent_extrusion				Unk		
PP_2432	Q88K59	nfnB	6,7-dihydropteridine reductase	0	0.0	0	0	0.0	0	0	0.0		Unassigned AND S_Xenobiotic_tolerance				Unk		
PP_2435	Q88K56	iscS-II	cysteine desulfurase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Thiamine_Metabolism AND S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis AND S_Cofactor_and_Prosthetic_Group_Biosynthesis__FeS_clusters_metabolism			2.8.1.7	Transferases		
PP_2437	Q88K54		Acyl-CoA dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid_Metabolism			1.3.8.7	Oxidoreductases		
PP_2443	Q88K49	sstT	Serine/threonine transporter SstT	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2448	Q88K44	puuB	Gamma-glutamylputrescine oxidase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism				Unk		
PP_2453	Q88K39	ansB	Glutaminase-asparaginase	1	5.15	0	1	4.97	0	0	0.0		S_Alanine_and_Aspartate_Metabolism			3.5.1.38	Hydrolases		
PP_2458	Q88K34	rbsK	Ribokinase	0	3.85	0	5	4.47	0	0	0.0		S_Alternate_Carbon__Ribose_Metabolism			2.7.1.15	Transferases		
PP_2460	Q88K32	Nuh	Ribonucleoside hydrolase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism AND S_Pyrimidine_Metabolism				Unk		
PP_2476	Q88K17	curA	NADPH-dependent curcumin/dihydrocurcumin reductase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon				Unk		
PP_2486	Q88K07		NADH-dependent flavin oxidoreductase, Oye family	0	0.0	0	0	0.0	0	0	0.0		S_Xenobiotic_tolerance				Unk		
PP_2488	Q88K05	sad-I	NAD+-dependent succinate semialdehyde dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Glutamate_Metabolism			1.2.1.16	Oxidoreductases		
PP_2489	Q88K04		Xenobiotic reductase	0	0.0	0	0	0.0	0	0	0.0		S_Xenobiotic_tolerance				Unk		
PP_2490	Q88K03	ecd	Flavoprotein	0	0.0	0	0	0.0	0	0	0.0		S_Xenobiotic_tolerance				Unk		
PP_2492	Q88K01	yqhD	Alcohol dehydrogenase, NAD(P)-dependent	0	0.0	0	0	0.0	0	0	0.0	Fe cation (Fe)	S_Alternate_Carbon				Unk		
PP_2504	Q88JY9		2-hydroxymuconate tautomerase	1	3.84	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Toluene_Pathway			5.3.2.6	Isomerases		
PP_2513	Q88JY0	galD	4-oxalomesaconate tautomerase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Gallic_acid_Metabolism			5.3.2.8	Isomerases		
PP_2514	Q88JX9	galC	4-carboxy-4-hydroxy-2-oxoadipic acid aldolase	0	0.0	0	3	5.52	0	0	0.0		S_Aromatic_Compounds_Degradation__Gallic_acid_Metabolism			4.1.3.17	Lyases		
PP_2515	Q88JX8	galB	4-oxalmesaconate hydratase	0	0.0	0	2	4.95	0	0	0.0	Zn(2+) (Zn)	S_Aromatic_Compounds_Degradation__Gallic_acid_Metabolism			4.2.1.83	Lyases		
PP_2517	Q88JX6	galP	Porin-like protein GalP	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_2519	E8ZB61	galT	Gallate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2528	Q88JW9		O-acetylhomoserine (Thiol)-lyase	0	0.0	0	0	0.0	0	0	0.0		S_Methionine_Metabolism			2.5.1.49	Transferases		
PP_2543	Q88JV4	gabP-II	Gamma-aminobutyrate permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2545	Q88JV2	tam	Trans-aconitate methyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon			2.1.1.144	Transferases		
PP_2552	Q88JU5		DOPA decarboxylase	0	0.0	0	1	4.52	0	0	0.0		S_Plant_growth_promoting			4.1.1.28	Lyases		
PP_2553	Q88JU4		Major facilitator family transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2554	Q88JU3	quiC1	3-dehydroshikimate dehydratase	0	0.0	0	2	3.94	0	0	0.0	Co(2+) (Co) AND Ni(2+) (Ni) AND Mn(2+) (Mn)	S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway			4.2.1.118	Lyases		
PP_2556	Q88JU1		Chromate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Heavy_Metal_Tolerance				Unk		
PP_2582	Q88JR7		Heme oxygenase	0	0.0	0	0	0.0	0	0	0.0		S_Iron_uptake_and_metabolism			1.14.99.58	Oxidoreductases		
PP_2586	Q88JR3		Amino acid transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2589	Q88JR0		Aldehyde dehydrogenase family protein	0	3.78	0	0	0.0	0	0	0.0		S_Alternate_Carbon			1.2.1.99	Oxidoreductases		
PP_2608	Q88JP1		Shikimate dehydrogenase family protein	0	0.0	0	5	5.22	3	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis				Unk		
PP_2637	Q88JL2	bcsZ	Glucanase	0	4.43	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Cellulose_Metabolism			3.2.1.-	Hydrolases		
PP_2645	Q88JK4	mgtA	Magnesium-transporting ATPase, P-type 1	0	0.0	0	0	0.0	0	0	0.0		S_Transport__ABC_system			7.2.2.14	Translocases		
PP_2647	Q88JK2		Major facilitator family transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__solvent_extrusion				Unk		
PP_2659	Q88JJ0	pstB1	Phosphate import ATP-binding protein PstB 1	0	0.0	0	2	6.24	1	0	0.0		S_Transport__ABC_system			7.3.2.1	Translocases		
PP_2674	Q88JH5	pedE	Quinoprotein alcohol dehydrogenase PedE	0	3.85	0	6	4.74	0	1	6.37		S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom AND S_Alternate_Carbon			1.1.2.8	Oxidoreductases		
PP_2675	Q88JH4		Cytochrome c-type protein	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom				Unk		
PP_2679	Q88JH0	pedH	Quinoprotein alcohol dehydrogenase PedH	0	3.84	0	4	5.22	0	1	6.49		S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom AND S_Alternate_Carbon			1.1.2.-	Oxidoreductases		
PP_2680	Q88JG9	aldB-II	Aldehyde dehydrogenase	0	3.82	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis AND S_Alternate_Carbon AND S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom				Unk		
PP_2694	Q88JF5		Aldehyde dehydrogenase family protein	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism AND S_Alternate_Carbon AND S_Plant_growth_promoting AND S_Pyruvate_Metabolism				Unk		
PP_2698	Q88JF1	metE	5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Methionine_Metabolism			2.1.1.14	Transferases		
PP_2703	Q88JE6		Major facilitator transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2704	Q88JE5		Peptidase, M20/M25/M40 family	0	0.0	0	4	5.1	1	0	0.0	Mn(2+) (Mn)	S_Alternate_Carbon_and_Nitrogen_source				Unk		
PP_2716	Q88JD3		Arsenate reductase	0	0.0	0	0	0.0	0	0	0.0		S_Heavy_Metal_Tolerance			1.20.4.4	Oxidoreductases		
PP_2717	Q88JD2	arsB-II	Arsenical pump membrane protein	0	0.0	0	0	0.0	0	0	0.0		S_Heavy_Metal_Tolerance				Unk		
PP_2734	Q88JB5	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	1	3.83	1	0	0.0	0	0	0.0		S_Fatty_Acid__Biosynthesis			2.1.1.79	Transferases		
PP_2764	Q88J85	msuE	FMN reductase (NADPH)	0	0.0	0	0	0.0	0	0	0.0		S_Iron_uptake_and_metabolism			1.5.1.38	Oxidoreductases		
PP_2765	Q88J84		Sulfonate monooxygenase MsuD	0	0.0	0	0	0.0	0	0	0.0		S_Sulfur_Metabolism			1.14.14.35	Oxidoreductases		
PP_2793	Q88J56		Acyl-CoA dehydrogenase family protein	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Levulinate_Metabolism			1.3.8.7	Oxidoreductases		
PP_2794	Q88J55		Oxidoreductase, short chain dehydrogenase/reductase family	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Levulinate_Metabolism				Unk		
PP_2795	Q88J54		AMP-binding domain protein	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Levulinate_Metabolism			6.2.1.44	Ligases		
PP_2800	Q88J49		Diaminobutyrate-2-oxoglutarate transaminase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism			2.6.1.76	Transferases		
PP_2801	Q88J48	prr	Gamma-aminobutyraldehyde dehydrogenase	0	3.83	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			1.2.1.19	Oxidoreductases		
PP_2802	Q88J47		Amino acid permease family protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2805	Q88J44		Baeyer-Villiger monooxygenase	0	0.0	0	8	5.87	0	0	0.0		S_Alternate_Carbon			1.14.13.-	Oxidoreductases		
PP_2834	Q88J15		D-galactarate dehydratase/Altronate dehydratase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism			4.2.1.5	Lyases		
PP_2862	Q88IY7	uppP	Undecaprenyl-diphosphatase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.6.1.27	Hydrolases		
PP_2872	Q88IX7	eamA	O-acetylserine/cysteine export transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2887	Q88IW2		Catalase-related peroxidase	1	6.19	0	1	5.94	0	0	0.0	heme (Fe_heme)	Unassigned			1.11.1.-	Oxidoreductases		
PP_2902	Q88IU7	lpxH	UDP-2,3-diacylglucosamine hydrolase	0	0.0	0	5	4.25	0	0	0.0	Mn(2+) (Mn)	S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis			3.6.1.54	Hydrolases		
PP_2904	Q88IU5	glnS	Glutamine--tRNA ligase	0	0.0	0	7	5.21	0	0	0.0		S_tRNA_Charging			6.1.1.18	Ligases		
PP_2905	Q88IU4	cysS	Cysteine--tRNA ligase	0	0.0	0	3	5.07	2	0	0.0	Zn(2+) (Zn)	S_tRNA_Charging			6.1.1.16	Ligases		
PP_2909	Q88IU0	glaH	Glutarate 2-hydroxylase	0	0.0	0	2	4.51	0	0	0.0	Fe(2+) (Fe)	S_Lysine_Metabolism			1.14.11.64	Oxidoreductases		
PP_2910	Q88IT9	lhgO	L-2-hydroxyglutarate oxidase	0	0.0	0	0	0.0	0	0	0.0		S_Lysine_Metabolism			1.1.5.13	Oxidoreductases		
PP_2911	Q88IT8	gabP-III	Gamma-aminobutyrate permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2913	Q88IT6	hemB	Delta-aminolevulinic acid dehydratase	0	3.44	0	6	4.54	3	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			4.2.1.24	Lyases		
PP_2914	Q88IT5	proP	Osmosensory proline/betaine/H+ permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2916	Q88IT3	ribC	Riboflavin synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism			2.5.1.9	Transferases		
PP_2918	Q88IT1	treSA	Trehalose synthase A	0	0.0	0	0	0.0	0	0	0.0		S_Starch_and_Sucrose_Metabolism				Unk		
PP_2925	Q88IS4	mqo3	Probable malate:quinone oxidoreductase 3	0	0.0	0	0	0.0	0	0	0.0		S_TCA_Cycle			1.1.5.4	Oxidoreductases		
PP_2928	Q88IS1		Saccharopine dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Arginine_and_Proline_Metabolism				Unk		
PP_2929	Q88IS0	nspC	Carboxynorspermidine/carboxyspermidine decarboxylase	0	0.0	0	0	0.0	0	0	0.0		S_Arginine_and_Proline_Metabolism			4.1.1.96	Lyases		
PP_2933	Q88IR6	yghU	GSH-dependent disulfide bond oxidoreductase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon				Unk		
PP_2955	Q88IP4		Magnesium/cobalt transporter, CorA family	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_2958	Q88IP1	grx	Glutaredoxin	0	0.0	0	0	0.0	0	0	0.0		S_Sulfur_Metabolism AND Unassigned				Unk		
PP_2998	Q88IK1		2-dehydropantoate 2-reductase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis			1.1.1.169	Oxidoreductases		
PP_3002	Q88IJ7	aroE	Shikimate dehydrogenase (NADP(+))	0	3.86	0	4	5.48	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			1.1.1.25	Oxidoreductases		
PP_3003	Q88IJ6	aroQ-III	3-dehydroquinate dehydratase	2	4.51	0	4	4.55	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			4.2.1.10	Lyases		
PP_3071	Q88IC8	aacs	Acetoacetyl-coenzyme A synthetase	0	0.0	0	0	0.0	0	0	0.0		S_Butanoate_Metabolism AND S_Gluconeogenesis			6.2.1.16	Ligases		
PP_3073	Q88IC6	hbdH	3-hydroxybutyrate dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Butanoate_Metabolism			1.1.1.30	Oxidoreductases		
PP_3074	Q88IC5	bhbP	D-beta-hydroxybutyrate permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3099	Q88IA0	puuD	Uricase/urate oxidase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism				Unk		
PP_3124	Q88I77		Short chain fatty acid transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_3129	Q88I72	galE	UDP-glucose 4-epimerase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis			5.1.3.2	Isomerases		
PP_3136	Q88I65		Serine acetyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cysteine_Metabolism			2.3.1.30	Transferases		
PP_3144	Q88I57	tdcG-III	L-serine dehydratase	0	0.0	0	0	0.0	0	0	0.0	[4Fe-4S] cluster (Fe4S4)	S_Glycine__Serine_and_threonine_metabolism			4.3.1.17	Lyases		
PP_3146	Q88I55		Oxidoreductase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism				Unk		
